1,2,3,4,5,6,7
96051873,C,C,2010/5/8 00:00,其他原因,,A
93051385,C,C,2010/5/17 00:00,死亡,,A
98051976,N,,2012/4/16 00:00,,2012/4/18 00:00,A
95051798,D,20,2010/5/28 00:00,,,A
95181706,N,,2012/4/25 00:00,,2012/4/26 00:00,C
94183480,C,C,2009/4/5 00:00,其他原因,,C
96185465,C,31,2012/4/20 00:00,,2012/5/28 00:00,C
93053850,D,20,2010/6/10 00:00,,,A
98051997,C,00,2010/6/10 00:00,,,A
93126201,C,C,2010/6/15 00:00,2種原因以上,,B
94183468,N,,2012/4/25 00:00,,2012/4/26 00:00,C
94183489,D,02,2012/4/25 00:00,,2012/4/26 00:00,C
94051722,D,20,2010/6/8 00:00,,,A
98051995,C,00,2010/6/10 00:00,,,A
93053837,D,20,2010/6/21 00:00,,,A
94051722,N,,2010/6/25 00:00,,,A
93126224,C,C,2009/8/15 00:00,2種原因以上,,B
92122325,C,C,2007/9/1 00:00,2種原因以上,,B
91051349,C,C,2007/9/7 00:00,其他原因,,A
96051860,D,21,2011/6/5 00:00,,2011/6/24 00:00,A
99051764,C,03,2011/6/8 00:00,,2011/6/24 00:00,A
91129113,D,31,2012/4/26 00:00,,2012/4/27 00:00,B
97124174,N,,2011/5/30 00:00,,2012/3/21 00:00,B
96051848,D,20,2012/4/24 00:00,,2012/5/24 00:00,A
95121875,D,31,2012/4/26 00:00,,2012/4/27 00:00,B
91129175,C,C,2008/3/15 00:00,2種原因以上,,B
94123936,C,C,2008/3/15 00:00,2種原因以上,,B
96185487,D,02,2012/4/25 00:00,,2012/4/26 00:00,C
94126958,C,05,2011/7/10 00:00,,2011/7/27 00:00,B
94183468,C,02,2012/5/15 00:00,,2012/5/28 00:00,C
93053850,N,,2010/6/25 00:00,,,A
94183494,D,02,2011/6/25 00:00,,2011/6/27 00:00,C
97051432,C,31,2011/6/25 00:00,,2011/7/27 00:00,A
96051867,C,12,2011/6/21 00:00,,2011/6/24 00:00,A
97126049,D,21,2011/6/21 00:00,,2011/6/23 00:00,B
98127832,D,20,2011/6/21 00:00,,2011/6/23 00:00,B
95051776,D,20,2011/7/12 00:00,,2011/7/27 00:00,A
95181727,D,31,2011/6/25 00:00,,2011/6/27 00:00,C
96051874,C,55,2011/7/11 00:00,,2011/7/27 00:00,A
93126195,C,05,2011/12/1 00:00,,2011/12/21 00:00,B
93053202,D,30,2011/7/15 00:00,,2011/7/27 00:00,A
99051731,C,03,2011/12/15 00:00,,2011/12/22 00:00,A
92051374,C,50,2011/12/17 00:00,,2011/12/22 00:00,A
95121878,D,31,2011/12/20 00:00,,2011/12/21 00:00,B
98122722,D,31,2011/12/20 00:00,,2011/12/21 00:00,B
93051386,C,12,2011/12/22 00:00,,2012/1/16 00:00,A
95051816,N,,2011/12/30 00:00,,2012/5/25 00:00,A
97182617,D,02,2011/6/25 00:00,,2011/6/27 00:00,C
94126967,C,C,2008/3/20 00:00,2種原因以上,,B
94126949,C,50,2012/1/5 00:00,,2012/1/16 00:00,B
93053830,C,C,2010/5/24 00:00,死亡,,A
98051990,C,00,2010/6/10 00:00,,,A
96185486,C,C,2010/1/21 00:00,淘汰,,C
94126940,N,,2010/1/26 00:00,,,B
97124163,C,27,2012/1/5 00:00,,2012/1/16 00:00,B
94126784,D,31,2012/1/15 00:00,,2012/1/16 00:00,B
93184924,C,C,2010/6/30 00:00,淘汰,,C
93053244,C,C,2009/9/10 00:00,其他原因,,A
91051312,C,C,2009/9/23 00:00,其他原因,,A
98051994,C,00,2010/6/10 00:00,,,A
98051998,C,00,2010/6/10 00:00,,,A
97124118,D,20,2010/7/1 00:00,,,B
93053211,D,20,2010/7/18 00:00,,,A
95181710,C,11,2010/10/15 00:00,,2010/10/27 00:00,C
94126946,C,C,2009/9/20 00:00,2種原因以上,,B
94126779,N,,2009/9/24 00:00,,,B
95051762,C,C,2009/10/17 00:00,死亡,,A
97124118,N,,2010/7/26 00:00,,,B
95121902,C,C,2010/7/10 00:00,2種原因以上,,B
94051733,C,C,2010/5/12 00:00,其他原因,,A
98051983,C,C,2010/6/9 00:00,死亡,,A
98051996,C,00,2010/6/10 00:00,,,A
92122391,C,38,2012/1/5 00:00,,2012/1/16 00:00,B
95181720,C,43,2012/1/5 00:00,,2012/1/19 00:00,C
94183452,C,C,2009/10/13 00:00,淘汰,,C
97051459,C,C,2009/10/15 00:00,死亡,,A
95051783,D,20,2010/7/28 00:00,,2010/10/29 00:00,A
94183468,N,,2012/1/17 00:00,,2012/1/19 00:00,C
96185482,C,C,2009/10/13 00:00,淘汰,,C
98051978,C,C,2010/6/9 00:00,死亡,,A
98051991,C,00,2010/6/10 00:00,,,A
90182978,C,C,2010/6/30 00:00,淘汰,,C
95051807,D,20,2010/7/26 00:00,,,A
94183487,N,,2012/1/17 00:00,,2012/1/19 00:00,C
94183498,C,C,2010/8/7 00:00,淘汰,,C
94123955,D,40,2012/1/12 00:00,,2012/1/16 00:00,B
95181706,D,02,2012/1/15 00:00,,2012/1/19 00:00,C
95181727,N,,2012/1/17 00:00,,2012/1/19 00:00,C
97051413,C,32,2012/1/18 00:00,,2012/2/24 00:00,A
95181727,C,30,2012/1/19 00:00,,2012/2/17 00:00,C
96185462,C,02,2012/1/15 00:00,,2012/1/19 00:00,C
98122722,D,31,2012/1/15 00:00,,2012/1/16 00:00,B
97182630,N,,2012/1/17 00:00,,2012/1/19 00:00,C
95181709,C,02,2012/1/20 00:00,,2012/2/17 00:00,C
98091822,D,20,2012/1/20 00:00,,2012/2/22 00:00,B
91129194,C,05,2012/1/30 00:00,,2012/2/22 00:00,B
93053222,C,81,2010/6/18 00:00,,,A
94051723,C,32,2010/7/12 00:00,,,A
98051962,D,20,2010/7/26 00:00,,2012/8/27 00:00,A
97051452,C,C,2009/10/15 00:00,死亡,,A
93053212,C,C,2009/11/13 00:00,死亡,,A
96051831,C,C,2009/11/23 00:00,其他原因,,A
93053836,C,50,2012/1/14 00:00,,2012/1/16 00:00,A
98186927,D,31,2012/1/15 00:00,,2012/1/19 00:00,C
93053831,C,C,2009/9/23 00:00,其他原因,,A
95181694,N,,2012/1/17 00:00,,2012/1/19 00:00,C
95181716,N,,2012/1/17 00:00,,2012/1/19 00:00,C
97182617,N,,2012/1/17 00:00,,2012/1/19 00:00,C
95121891,C,05,2011/5/10 00:00,,2011/5/26 00:00,B
95121814,C,05,2011/5/15 00:00,,2011/5/26 00:00,B
95181682,D,31,2011/5/23 00:00,,2011/5/24 00:00,C
96123543,D,31,2011/5/25 00:00,,2011/5/26 00:00,B
98122721,D,81,2011/5/25 00:00,,2011/5/26 00:00,B
95121812,C,C,2010/10/20 00:00,2種原因以上,2010/10/28 00:00,B
94123926,C,05,2012/2/10 00:00,,2012/2/22 00:00,B
93053234,C,C,2010/7/30 00:00,蹄的問題,,A
95051804,C,32,2010/7/30 00:00,,,A
95121823,C,41,2010/11/10 00:00,,2010/11/24 00:00,B
98052000,C,C,2009/11/11 00:00,死亡,,A
93053211,N,,2010/7/28 00:00,,,A
94051732,D,20,2010/7/26 00:00,,,A
94051732,N,,2010/7/28 00:00,,,A
93051373,D,20,2010/8/2 00:00,,,A
93053228,C,81,2010/8/31 00:00,,,A
98091825,D,20,2012/1/20 00:00,,2012/2/22 00:00,B
92051449,C,C,2009/12/14 00:00,其他原因,,A
92122326,C,C,2010/9/10 00:00,2種原因以上,,B
96123533,C,05,2012/2/1 00:00,,2012/2/22 00:00,B
97124117,C,38,2012/2/10 00:00,,2012/2/22 00:00,B
93053205,C,32,2009/1/15 00:00,,,A
94183497,C,C,2009/2/13 00:00,淘汰,,C
94126184,C,05,2012/1/30 00:00,,2012/2/22 00:00,B
94123941,C,05,2012/2/10 00:00,,2012/2/22 00:00,B
93053219,C,C,2009/11/23 00:00,其他原因,,A
94183483,C,C,2010/8/7 00:00,淘汰,,C
95051812,C,25,2010/8/16 00:00,,,A
93051384,C,81,2010/9/2 00:00,,,A
95181713,N,,2012/1/17 00:00,,2012/1/19 00:00,C
94123927,C,50,2012/2/1 00:00,,2012/2/22 00:00,B
96123545,C,05,2012/2/10 00:00,,2012/2/22 00:00,B
91051322,C,C,2009/12/19 00:00,其他原因,,A
94126964,C,C,2010/1/15 00:00,2種原因以上,,B
95181684,N,,2012/2/15 00:00,,2012/2/17 00:00,C
98091822,N,,2012/2/20 00:00,,2012/3/21 00:00,B
97124118,C,46,2012/2/15 00:00,,2012/2/22 00:00,B
98091825,N,,2012/2/20 00:00,,2012/3/21 00:00,B
95051807,D,29,2012/9/8 00:00,,2012/9/20 00:00,A
96126936,C,31,2012/9/10 00:00,,2012/9/24 00:00,B
94051728,C,42,2012/9/17 00:00,,2012/9/20 00:00,A
98051962,N,,2010/8/30 00:00,,2012/8/27 00:00,A
93053224,C,30,2010/8/12 00:00,,,A
93053837,N,,2010/8/25 00:00,,,A
95121824,C,C,2010/9/10 00:00,2種原因以上,,B
96126894,C,C,2010/9/10 00:00,2種原因以上,,B
95051795,C,56,2010/9/23 00:00,,,A
91129114,N,,2010/9/28 00:00,,,B
93184913,D,31,2012/2/15 00:00,,2012/2/17 00:00,C
94183486,C,02,2013/2/5 00:00,,2013/2/26 00:00,C
94126935,C,C,2009/12/15 00:00,其他原因,,B
96123539,C,50,2012/2/10 00:00,,2012/2/22 00:00,B
92051431,C,C,2009/12/31 00:00,其他原因,,A
94183476,C,02,2012/1/20 00:00,,2012/2/17 00:00,C
96121467,C,05,2012/2/1 00:00,,2012/2/22 00:00,B
94123925,C,57,2012/2/10 00:00,,2012/2/22 00:00,B
94183500,C,C,2010/1/15 00:00,淘汰,,C
98186927,N,,2012/2/15 00:00,,2012/2/17 00:00,C
94126950,C,C,2008/6/22 00:00,其他原因,,B
97124118,D,30,2010/9/28 00:00,,,B
95121865,C,C,2010/9/15 00:00,2種原因以上,,B
95051807,N,,2010/9/29 00:00,,,A
98127500,D,00,2010/4/13 00:00,10876售10826,,B
96051824,C,C,2010/4/18 00:00,其他原因,,A
95121848,C,05,2013/2/15 00:00,,2013/2/23 00:00,B
97182644,C,02,2013/2/15 00:00,,2013/3/27 00:00,C
94123920,N,,2009/3/26 00:00,,,B
95181729,C,C,2009/4/5 00:00,其他原因,,C
97051440,D,31,2012/9/19 00:00,,2012/9/20 00:00,A
98127836,N,,2012/2/21 00:00,,2012/2/22 00:00,B
91051548,D,20,2006/1/10 00:00,,,A
91122425,C,C,2006/1/10 00:00,其他原因,,B
96051838,C,55,2013/2/18 00:00,,2013/2/20 00:00,A
93053840,C,12,2010/11/16 00:00,,2010/11/26 00:00,A
96051834,C,43,2012/4/6 00:00,,2012/4/18 00:00,A
93051405,C,01,2012/3/5 00:00,,2012/3/23 00:00,A
93053206,C,81,2010/9/13 00:00,,,A
95051800,D,20,2010/11/22 00:00,,2010/11/26 00:00,A
94183468,D,30,2010/11/25 00:00,,2010/11/26 00:00,C
97124152,C,92,2012/9/15 00:00,,2012/9/24 00:00,B
96126893,D,30,2010/9/28 00:00,,,B
97182646,C,02,2013/2/15 00:00,,2013/3/27 00:00,C
99183176,C,02,2013/2/20 00:00,,2013/2/26 00:00,C
96185480,D,31,2010/11/25 00:00,,2010/11/26 00:00,C
95051797,N,,2010/11/30 00:00,,2012/3/26 00:00,A
93184932,C,30,2010/12/10 00:00,,2010/12/24 00:00,C
96126908,C,05,2010/12/10 00:00,,2010/12/22 00:00,B
93053849,C,27,2012/2/21 00:00,,2012/2/24 00:00,A
96051853,D,31,2012/2/23 00:00,,2012/2/24 00:00,A
97124163,D,20,2010/11/1 00:00,,2010/11/24 00:00,B
97124183,D,20,2010/11/1 00:00,,2010/11/24 00:00,B
85182838,C,C,2006/2/20 00:00,淘汰,,C
89181709,N,,2006/3/15 00:00,,,C
91122422,D,30,2006/3/20 00:00,,,B
93126178,D,30,2006/3/20 00:00,,,B
5022914,C,C,2006/3/28 00:00,其他原因,,A
97182630,C,02,2013/2/15 00:00,,2013/3/27 00:00,C
91122421,C,C,2006/2/10 00:00,其他原因,,B
91051367,D,20,2006/2/25 00:00,,,A
92122348,D,30,2006/3/20 00:00,,,B
91051367,N,,2006/3/26 00:00,,,A
96051842,D,50,2010/11/16 00:00,,2010/11/26 00:00,A
93051410,C,50,2010/12/13 00:00,,2011/1/28 00:00,A
97051463,D,20,2012/3/13 00:00,,2012/3/23 00:00,A
94183468,D,02,2012/3/22 00:00,,2012/3/23 00:00,C
97051463,D,31,2012/3/22 00:00,,2012/3/23 00:00,A
99183179,C,02,2012/3/22 00:00,,2012/3/23 00:00,C
97051463,C,50,2012/3/26 00:00,,2012/4/18 00:00,A
96051853,D,20,2010/11/5 00:00,,2010/11/26 00:00,A
96051853,D,30,2010/11/5 00:00,,2010/11/26 00:00,A
95181716,D,31,2010/11/25 00:00,,2010/11/26 00:00,C
91129117,C,27,2010/12/8 00:00,,2010/12/22 00:00,B
90182943,D,30,2006/3/15 00:00,,,C
10050242,D,30,2006/3/20 00:00,,,B
91129114,C,05,2010/12/10 00:00,,2010/12/22 00:00,B
5026311,C,C,2006/4/15 00:00,其他原因,,A
90122342,C,C,2006/2/1 00:00,其他原因,,B
98186932,C,31,2013/2/20 00:00,,2013/2/26 00:00,C
99127665,D,20,2013/2/15 00:00,,2013/2/23 00:00,B
99127665,N,,2013/2/22 00:00,,2013/2/23 00:00,B
95051791,C,C,2009/10/13 00:00,死亡,,A
95051808,C,54,2011/11/26 00:00,,2011/12/22 00:00,A
95051809,D,20,2012/3/15 00:00,,2012/3/23 00:00,A
93126208,D,31,2012/3/20 00:00,,2012/3/21 00:00,B
94123955,N,,2012/3/20 00:00,,2012/3/21 00:00,B
96126925,N,,2012/3/20 00:00,,2012/3/21 00:00,B
93053239,D,31,2012/3/22 00:00,,2012/3/23 00:00,A
95051809,N,,2012/3/22 00:00,,2012/3/26 00:00,A
97124135,C,05,2011/12/1 00:00,,2011/12/21 00:00,B
95051806,C,12,2011/12/22 00:00,,2012/1/16 00:00,A
00185275,D,29,2013/2/26 00:00,,2013/3/27 00:00,C
95051772,N,,2011/5/30 00:00,,2012/3/26 00:00,A
93127600,C,31,2011/6/1 00:00,,2011/6/23 00:00,B
93051393,C,50,2011/6/6 00:00,,2011/6/24 00:00,A
93053837,C,12,2010/12/29 00:00,,2011/1/28 00:00,A
97051433,C,03,2010/12/30 00:00,,2011/1/28 00:00,A
94126779,N,,2012/3/20 00:00,,2012/3/21 00:00,B
94126936,N,,2012/3/20 00:00,,2012/3/21 00:00,B
98122721,C,81,2011/7/1 00:00,,2011/7/27 00:00,B
98051999,C,C,2010/6/8 00:00,死亡,,A
94123920,N,,2010/6/24 00:00,,,B
97124140,D,30,2010/6/24 00:00,,,B
95181702,C,C,2010/7/3 00:00,淘汰,,C
93051373,C,20,2012/3/28 00:00,,2012/4/18 00:00,A
98122712,C,11,2013/3/29 00:00,,2013/6/25 00:00,B
96185479,D,02,2012/4/20 00:00,,2012/6/27 00:00,C
96185479,N,,2012/4/25 00:00,,2012/4/26 00:00,C
98186924,N,,2012/4/25 00:00,,2012/4/26 00:00,C
94123951,D,40,2010/12/21 00:00,,2010/12/22 00:00,B
93126208,C,31,2013/4/1 00:00,,2013/4/30 00:00,B
97124142,C,42,2013/4/1 00:00,,2013/4/30 00:00,B
98127847,C,02,2013/4/1 00:00,,2013/4/30 00:00,B
92122324,D,30,2006/3/20 00:00,,,B
96051833,C,42,2012/3/10 00:00,,2012/3/23 00:00,A
95051800,N,,2010/12/31 00:00,,2012/3/26 00:00,A
91051328,C,12,2012/3/29 00:00,,2012/4/18 00:00,A
95051793,C,12,2012/3/29 00:00,,2012/4/18 00:00,A
96185465,D,31,2010/12/23 00:00,,2010/12/24 00:00,C
96051853,N,,2012/3/22 00:00,,2012/3/26 00:00,A
93053208,C,C,2006/4/13 00:00,其他原因,,A
92122324,N,,2006/4/25 00:00,,,B
96185480,C,30,2010/12/20 00:00,,2011/1/21 00:00,C
95121848,C,02,2013/4/1 00:00,,2013/4/30 00:00,B
92122348,N,,2006/4/25 00:00,,,B
90182974,C,C,2006/5/14 00:00,淘汰,,C
90122399,C,C,2006/5/15 00:00,2種原因以上,,B
10048930,D,30,2006/3/20 00:00,,,B
10061461,D,30,2006/3/20 00:00,,,B
5023047,D,20,2006/4/21 00:00,,,A
10050242,N,,2006/4/25 00:00,,,B
10048930,N,,2006/4/25 00:00,,,B
10061461,N,,2006/4/25 00:00,,,B
95121878,N,,2012/3/20 00:00,,2012/3/21 00:00,B
98122722,N,,2012/3/20 00:00,,2012/3/21 00:00,B
98122753,N,,2012/3/20 00:00,,2012/3/21 00:00,B
98122761,N,,2012/3/20 00:00,,2012/3/21 00:00,B
93053202,N,,2012/3/22 00:00,,2012/3/26 00:00,A
95181712,D,31,2012/3/22 00:00,,2012/3/23 00:00,C
94051724,C,12,2012/3/28 00:00,,2012/4/18 00:00,A
90182933,C,C,2006/3/26 00:00,淘汰,,C
91051548,N,,2006/3/26 00:00,,,A
98122576,C,01,2013/4/1 00:00,,2013/4/30 00:00,B
01051835,C,42,2013/4/2 00:00,,2013/4/19 00:00,A
96126930,C,11,2013/3/29 00:00,,2013/6/25 00:00,B
98122753,C,11,2013/3/29 00:00,,2013/6/25 00:00,B
87121677,C,42,2013/4/1 00:00,,2013/4/30 00:00,B
95051790,N,,2010/11/30 00:00,,2012/3/26 00:00,A
97124183,N,,2010/12/30 00:00,,2012/3/21 00:00,B
95051783,C,12,2010/12/13 00:00,,2011/1/28 00:00,A
97051455,C,27,2012/5/10 00:00,,2012/5/24 00:00,A
95181682,C,11,2012/5/15 00:00,,2012/5/28 00:00,C
97182618,C,30,2011/1/15 00:00,,2011/1/21 00:00,C
94126779,D,30,2011/1/25 00:00,,2011/1/27 00:00,B
96051847,D,20,2011/7/10 00:00,,2011/7/27 00:00,A
96123564,C,10,2011/7/10 00:00,,2011/7/27 00:00,B
95051807,D,20,2011/7/15 00:00,,2011/7/27 00:00,A
95181694,D,31,2011/7/25 00:00,,2011/7/26 00:00,C
95121885,D,31,2011/7/26 00:00,,2011/7/27 00:00,B
95051776,C,42,2011/7/18 00:00,,2011/7/27 00:00,A
96051832,C,32,2011/7/18 00:00,,2011/7/27 00:00,A
94183487,D,02,2011/7/25 00:00,,2011/7/26 00:00,C
98186923,D,02,2011/7/25 00:00,,2011/7/26 00:00,C
98122586,N,,2011/7/26 00:00,,2011/7/27 00:00,B
97126049,N,,2011/7/30 00:00,,2012/3/21 00:00,B
98127832,N,,2011/7/30 00:00,,2012/3/21 00:00,B
98127432,D,20,2011/8/1 00:00,,2011/8/26 00:00,B
5023047,N,,2006/4/30 00:00,,2013/8/29 00:00,A
93051400,C,C,2006/5/25 00:00,其他原因,,A
10046080,C,C,2006/5/30 00:00,2種原因以上,,B
10046244,C,C,2006/5/30 00:00,2種原因以上,,B
98186913,C,31,2011/7/20 00:00,,2011/7/26 00:00,C
95181693,D,31,2011/7/25 00:00,,2011/7/26 00:00,C
97182630,D,02,2011/7/25 00:00,,2011/7/26 00:00,C
95051764,C,31,2011/8/1 00:00,,2011/8/26 00:00,A
98127496,D,20,2011/8/7 00:00,,2011/9/28 00:00,B
91122422,N,,2006/4/25 00:00,,,B
90182976,D,30,2006/5/15 00:00,,,C
91051332,D,20,2006/5/16 00:00,,,A
93051378,D,20,2006/5/18 00:00,,,A
93051378,N,,2006/5/25 00:00,,,A
92122318,C,C,2006/5/30 00:00,2種原因以上,,B
95051731,N,,2011/7/30 00:00,,2012/5/25 00:00,A
94126945,C,42,2011/8/1 00:00,,2011/8/26 00:00,B
94126191,C,01,2011/8/10 00:00,,2011/8/26 00:00,B
94183496,D,02,2011/7/25 00:00,,2011/7/26 00:00,C
93126177,D,31,2011/7/26 00:00,,2011/7/27 00:00,B
91051366,C,12,2011/8/1 00:00,,2011/8/26 00:00,A
98122720,C,81,2011/8/10 00:00,,2011/8/26 00:00,B
96123543,C,31,2011/7/25 00:00,,2011/7/27 00:00,B
98127500,N,,2011/7/26 00:00,,2011/7/27 00:00,B
97051475,C,43,2011/12/26 00:00,,2012/1/16 00:00,A
94051730,D,26,2011/12/28 00:00,木乃伊,2012/1/16 00:00,A
05024339,C,01,2012/1/17 00:00,,2012/2/24 00:00,A
95181682,N,,2012/1/17 00:00,,2012/1/19 00:00,C
94123944,C,11,2013/3/29 00:00,,2013/6/25 00:00,B
95121877,C,41,2013/4/1 00:00,,2013/4/30 00:00,B
97124188,C,01,2013/4/1 00:00,,2013/4/30 00:00,B
98122740,C,41,2013/4/1 00:00,,2013/4/30 00:00,B
95051811,C,30,2013/3/29 00:00,,2013/4/19 00:00,A
95121834,C,42,2013/4/1 00:00,,2013/4/30 00:00,B
97124140,N,,2010/7/26 00:00,,,B
92051395,C,81,2010/8/26 00:00,,,A
97051426,C,42,2012/9/13 00:00,,2012/9/20 00:00,A
95181700,D,31,2011/7/25 00:00,,2011/7/26 00:00,C
98122580,N,,2011/7/26 00:00,,2011/7/27 00:00,B
96185485,C,24,2012/9/15 00:00,,2012/9/26 00:00,C
94183489,N,,2012/9/25 00:00,,2012/9/26 00:00,C
98122736,C,31,2013/4/1 00:00,,2013/4/30 00:00,B
97051447,C,50,2012/10/4 00:00,,2012/10/22 00:00,A
96051860,N,,2011/7/30 00:00,,2012/3/26 00:00,A
98127838,D,20,2011/8/1 00:00,,2011/8/26 00:00,B
96126990,C,40,2011/8/10 00:00,,2011/8/26 00:00,B
97051440,C,42,2012/9/20 00:00,,2012/10/22 00:00,A
97124168,D,05,2012/9/20 00:00,,2012/9/25 00:00,B
98186923,N,,2012/9/25 00:00,,2012/9/26 00:00,C
94126779,C,41,2012/9/30 00:00,,2012/10/22 00:00,B
95051803,N,,2012/9/19 00:00,,2012/10/22 00:00,A
98186917,N,,2012/9/25 00:00,,2012/9/26 00:00,C
5024347,C,C,2009/10/21 00:00,其他原因,,A
96123543,D,20,2009/11/1 00:00,,,B
96123543,N,,2009/11/18 00:00,,,B
96123563,C,48,2012/10/10 00:00,,2012/10/22 00:00,B
10837519,C,31,2013/3/10 00:00,,2013/4/30 00:00,B
94126784,C,31,2013/3/10 00:00,,2013/4/30 00:00,B
96051863,C,43,2013/3/10 00:00,,2013/3/21 00:00,A
94126936,C,40,2013/3/10 00:00,,2013/4/30 00:00,B
97124161,C,31,2013/3/10 00:00,,2013/4/30 00:00,B
10837549,C,11,2012/9/20 00:00,,2012/9/24 00:00,B
98186940,N,,2012/9/25 00:00,,2012/9/26 00:00,C
97182634,N,,2012/1/17 00:00,,2012/1/19 00:00,C
95181730,C,02,2012/1/20 00:00,,2012/2/17 00:00,C
94051730,N,,2012/1/31 00:00,,2012/5/25 00:00,A
10838048,C,31,2012/2/1 00:00,,2012/2/22 00:00,B
96051871,C,12,2011/1/6 00:00,,2011/1/28 00:00,A
94183494,N,,2011/1/17 00:00,,2012/1/19 00:00,C
94183499,D,31,2011/1/19 00:00,,2011/1/21 00:00,C
93053247,C,52,2011/1/16 00:00,,2011/1/28 00:00,A
94183481,D,31,2011/1/19 00:00,,2011/1/21 00:00,C
93053245,C,12,2011/1/28 00:00,,2011/3/4 00:00,A
95121813,C,40,2011/1/20 00:00,,2011/1/27 00:00,B
92122316,C,11,2011/1/31 00:00,,2011/3/1 00:00,B
96123524,C,57,2011/2/10 00:00,,2011/3/1 00:00,B
95051813,D,20,2010/9/3 00:00,,2010/10/29 00:00,A
95051777,C,29,2010/9/6 00:00,,,A
95121821,C,C,2010/9/10 00:00,2種原因以上,,B
96185491,C,C02,2010/9/20 00:00,,2010/10/27 00:00,C
93051713,C,54,2011/2/28 00:00,,2011/3/4 00:00,A
93053844,C,12,2011/3/18 00:00,,2011/4/21 00:00,A
96051854,C,03,2011/1/24 00:00,,2011/1/28 00:00,A
93184928,D,30,2006/5/15 00:00,,,C
96051870,C,50,2011/2/14 00:00,,2011/3/4 00:00,A
91129150,C,C,2006/5/30 00:00,2種原因以上,,B
92122324,C,C,2006/5/30 00:00,2種原因以上,,B
94126936,D,30,2011/2/25 00:00,,2011/3/1 00:00,B
93051381,D,20,2011/3/4 00:00,,2011/4/21 00:00,A
96051869,C,42,2011/3/13 00:00,,2011/4/21 00:00,A
90182937,C,C,2006/5/11 00:00,淘汰,,C
93053245,N,,2006/5/25 00:00,,,A
93127612,C,C,2006/5/30 00:00,2種原因以上,,B
97051448,C,62,2013/4/20 00:00,,2013/5/22 00:00,A
95121812,D,30,2010/9/28 00:00,,,B
95051772,C,20,2013/2/6 00:00,,2013/2/20 00:00,A
95051796,C,C,2010/1/18 00:00,其他原因,,A
97124149,C,11,2012/9/10 00:00,,2012/9/24 00:00,B
95181690,N,,2012/2/15 00:00,,2012/2/17 00:00,C
93051373,D,26,2011/8/30 00:00,木乃伊,2011/9/30 00:00,A
98127432,C,81,2011/9/1 00:00,,2011/9/28 00:00,B
91051372,C,C,2006/6/2 00:00,其他原因,,A
10046284,C,C,2006/5/30 00:00,2種原因以上,,B
91129155,C,C,2006/5/30 00:00,2種原因以上,,B
91129170,C,C,2006/5/30 00:00,2種原因以上,,B
93126214,C,C,2006/5/30 00:00,2種原因以上,,B
93124778,C,C,2006/6/1 00:00,2種原因以上,,B
99051772,C,62,2013/4/20 00:00,,2013/5/22 00:00,A
94051716,C,74,2011/8/15 00:00,,2011/8/26 00:00,A
95051765,C,12,2011/8/23 00:00,,2011/8/26 00:00,A
93126263,C,36,2011/9/10 00:00,,2011/9/28 00:00,B
92122348,C,36,2011/9/10 00:00,,2011/9/28 00:00,B
97127651,D,42,2011/9/10 00:00,,2011/9/28 00:00,B
96051828,D,20,2011/8/16 00:00,,2011/8/26 00:00,A
95051807,N,,2011/8/30 00:00,,2012/3/26 00:00,A
96051847,N,,2011/8/30 00:00,,2012/3/26 00:00,A
93053221,D,26,2011/9/8 00:00,死亡,2011/9/30 00:00,A
93051381,C,20,2011/9/7 00:00,,2011/9/30 00:00,A
93051625,C,12,2011/9/7 00:00,繁殖障礙,2011/9/30 00:00,A
95181713,D,02,2011/8/23 00:00,,2011/8/25 00:00,C
95121883,C,40,2011/9/1 00:00,,2011/9/28 00:00,B
96051853,D,20,2011/9/16 00:00,,2011/9/30 00:00,A
96126989,C,20,2011/9/18 00:00,,2011/9/28 00:00,B
96126918,C,50,2011/9/20 00:00,,2011/9/28 00:00,B
97051479,D,21,2012/4/26 00:00,,2012/5/24 00:00,A
93053829,C,81,2012/5/20 00:00,腳斷,2012/5/24 00:00,A
94123926,N,,2012/5/23 00:00,,2012/5/24 00:00,B
93053221,C,56,2011/9/16 00:00,,2011/9/30 00:00,A
96123536,C,31,2012/5/10 00:00,,2012/5/24 00:00,B
91129113,C,31,2012/5/25 00:00,,2012/6/26 00:00,B
95121875,C,31,2012/5/23 00:00,,2012/5/24 00:00,B
96051848,N,,2012/5/23 00:00,,2012/5/25 00:00,A
97124168,D,31,2012/5/23 00:00,,2012/5/24 00:00,B
95121855,C,41,2012/6/1 00:00,,2012/6/26 00:00,B
95121909,C,14,2010/12/10 00:00,,2010/12/22 00:00,B
95051763,D,21,2010/12/18 00:00,,2010/12/24 00:00,A
97124140,C,05,2010/12/20 00:00,,2011/1/27 00:00,B
96185487,N,,2012/5/20 00:00,,2012/7/26 00:00,C
98186935,D,31,2012/5/27 00:00,,2012/5/28 00:00,C
95051790,C,27,2012/5/17 00:00,,2012/5/24 00:00,A
92051452,D,42,2012/5/23 00:00,腳痛,2012/5/24 00:00,A
98122537,C,31,2012/6/10 00:00,,2012/6/26 00:00,B
98091822,C,31,2013/4/10 00:00,,2013/4/30 00:00,B
02051993,C,00,2013/4/10 00:00,,2013/4/19 00:00,A
02051998,C,00,2013/4/10 00:00,,2013/4/19 00:00,A
95121873,C,41,2013/4/10 00:00,,2013/4/30 00:00,B
