1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
37817,2019,7,A,3051549,1H9593,98040660,2014/5/13 00:00,3,253,,2018/10/21 00:00,2019/7/1 00:00,62,2019/7/2 00:00,2019/2/12 00:00,551HO00695,1,2017/11/15 00:00,2019/2/12 00:00,551HO00695
37818,2019,7,A,3051557,7H9346,94040423,2014/7/9 00:00,2,333,,2018/8/2 00:00,2019/7/1 00:00,60,2019/7/2 00:00,2019/3/29 00:00,007HO11757,5,2016/8/30 00:00,2018/9/24 00:00,509HO12026
37819,2019,7,A,3051555,7H9346,41302,2014/7/2 00:00,3,179,,2019/1/3 00:00,2019/7/1 00:00,60,2019/7/2 00:00,2019/4/12 00:00,007HO11757,2,2018/1/4 00:00,2019/3/11 00:00,551HO00687
37820,2019,7,A,3051562,501H9997,41334,2014/7/26 00:00,2,343,,2018/7/23 00:00,2019/7/1 00:00,60,2019/7/2 00:00,2019/3/26 00:00,007HO11757,4,2017/3/21 00:00,2018/10/16 00:00,509HO12026
37821,2019,8,A,3051521,501H8784,97040117,2014/1/17 00:00,2,226,,2018/12/22 00:00,2019/8/5 00:00,67,2019/8/6 00:00,2019/8/11 00:00,501HO12658,3,2017/1/7 00:00,2019/3/23 00:00,551HO00687
37822,2019,8,A,3051523,501H8784,97040138,2014/1/23 00:00,3,276,,2018/11/2 00:00,2019/8/5 00:00,67,2019/8/6 00:00,2019/6/1 00:00,551HO00681,3,2017/10/24 00:00,2019/3/4 00:00,509HO12026
37823,2019,8,A,3051533,501H8784,41361,2014/2/5 00:00,3,302,,2018/10/7 00:00,2019/8/5 00:00,66,2019/8/6 00:00,2019/2/11 00:00,551HO00695,2,2017/7/30 00:00,2018/12/14 00:00,151HO00681
37824,2019,8,A,3051555,7H9346,41302,2014/7/2 00:00,3,214,,2019/1/3 00:00,2019/8/5 00:00,61,2019/8/6 00:00,2019/4/12 00:00,007HO11757,2,2018/1/4 00:00,2019/3/11 00:00,551HO00687
37825,2019,8,A,3051576,7H8778,97040166,2014/10/28 00:00,2,231,,2018/12/17 00:00,2019/8/5 00:00,58,2019/8/6 00:00,2019/4/20 00:00,551HO00687,2,2017/3/9 00:00,2019/3/4 00:00,509HO12026
37826,2019,8,A,3051531,29H11943,41314,2014/1/31 00:00,2,366,,2018/8/4 00:00,2019/8/5 00:00,67,2019/8/6 00:00,2019/1/14 00:00,529HO18018,2,2016/10/8 00:00,2018/11/8 00:00,509HO12026
37827,2019,8,A,3051557,7H9346,94040423,2014/7/9 00:00,2,368,,2018/8/2 00:00,2019/8/5 00:00,61,2019/8/6 00:00,2019/3/29 00:00,007HO11757,5,2016/8/30 00:00,2018/9/24 00:00,509HO12026
37828,2019,8,A,3051562,501H9997,41334,2014/7/26 00:00,2,378,,2018/7/23 00:00,2019/8/5 00:00,61,2019/8/6 00:00,2019/3/26 00:00,007HO11757,4,2017/3/21 00:00,2018/10/16 00:00,509HO12026
37829,2019,8,A,3051559,501H9997,1040506,2014/7/18 00:00,2,513,,2018/3/10 00:00,2019/8/5 00:00,61,2019/8/6 00:00,2019/3/7 00:00,509HO12026,6,2016/9/5 00:00,2018/6/27 00:00,601H11670
37830,2019,8,A,3051572,501H9997,1040511,2014/9/14 00:00,2,338,,2018/9/1 00:00,2019/8/5 00:00,59,2019/8/6 00:00,2019/2/16 00:00,551HO00695,1,2016/11/13 00:00,2019/2/16 00:00,551HO00695
37831,2019,8,A,3051542,1H9085,98040662,2014/3/12 00:00,3,362,,2018/8/8 00:00,2019/8/5 00:00,65,2019/8/6 00:00,2019/1/24 00:00,551HO00687,4,2017/5/20 00:00,2018/10/1 00:00,509HO12026
37832,2019,8,A,3051549,1H9593,98040660,2014/5/13 00:00,3,288,,2018/10/21 00:00,2019/8/5 00:00,63,2019/8/6 00:00,2019/2/12 00:00,551HO00695,1,2017/11/15 00:00,2019/2/12 00:00,551HO00695
37833,2019,8,A,3051528,501H8784,41356,2014/1/26 00:00,2,445,,2018/5/17 00:00,2019/8/5 00:00,67,2019/8/6 00:00,2019/2/8 00:00,551HO00695,5,2016/5/28 00:00,2018/7/26 00:00,507H12236
37834,2019,8,A,3051550,501H8784,41365,2014/5/20 00:00,3,56,,2019/6/10 00:00,2019/8/5 00:00,63,2019/8/6 00:00,2019/9/13 00:00,501HO12658,0,2018/1/22 00:00,2019/9/13 00:00,501HO12658
37835,2019,8,A,3051535,501H8784,41331,2014/2/19 00:00,2,191,,2019/1/26 00:00,2019/8/5 00:00,66,2019/8/6 00:00,2019/11/1 00:00,501HO00687,2,2016/6/12 00:00,2019/6/2 00:00,007HO12095
37836,2019,8,A,3051540,29H11943,98040676,2014/3/4 00:00,3,278,,2018/10/31 00:00,2019/8/5 00:00,65,2019/8/6 00:00,2019/3/15 00:00,551HO00687,1,2017/10/15 00:00,2019/3/15 00:00,551HO00687
37837,2019,8,A,3051575,7H9900,97040119,2014/10/17 00:00,2,312,,2018/9/27 00:00,2019/8/5 00:00,58,2019/8/6 00:00,2018/12/29 00:00,551HO00687,3,2017/3/13 00:00,2018/10/22 00:00,509HO12026
37838,2019,8,A,3051517,501H8784,99040448,2014/1/8 00:00,3,303,,2018/10/6 00:00,2019/8/5 00:00,67,2019/8/6 00:00,2019/10/15 00:00,501HO12434,6,2017/2/26 00:00,2018/11/26 00:00,509HO12026
37839,2019,8,A,3051515,501H8784,41344,2014/1/5 00:00,3,9,,2019/7/27 00:00,2019/8/5 00:00,67,2019/8/6 00:00,2019/10/23 00:00,501HO00687,0,2018/5/23 00:00,2019/9/28 00:00,501HO12434
37840,2019,8,A,3051516,29H14414,97040118,2014/1/6 00:00,2,209,,2019/1/8 00:00,2019/8/5 00:00,67,2019/8/6 00:00,2019/10/14 00:00,007HO12095,3,2016/12/28 00:00,2019/2/8 00:00,551HO00695
37841,2019,8,A,3051573,501HO08778,41366,2014/9/28 00:00,2,321,,2018/9/18 00:00,2019/8/5 00:00,59,2019/8/6 00:00,2019/2/3 00:00,551HO00657,2,2017/6/25 00:00,2018/12/22 00:00,551HO00687
37842,2019,8,A,3051570,7H8778,99040460,2014/9/13 00:00,1,921,,2017/1/26 00:00,2019/8/5 00:00,59,2019/8/6 00:00,2019/9/23 00:00,501HO12658,9,,2017/3/23 00:00,551H0699
37843,2019,8,B,2127039,011HO11201,3114812,2017/1/18 00:00,1,306,,2018/10/18 00:00,2019/8/20 00:00,31,2019/8/21 00:00,2019/9/13 00:00,203HO03005,2,,2019/1/4 00:00,203HO01513
37844,2019,8,B,2127040,外購,外購,2016/9/22 00:00,1,327,,2018/9/27 00:00,2019/8/20 00:00,35,2019/8/21 00:00,2019/6/28 00:00,029HO17944,2,,2018/12/3 00:00,203HO01513
37845,2019,8,B,2127042,501HO08778,3114029,2017/1/20 00:00,1,138,,2019/4/4 00:00,2019/8/20 00:00,31,2019/8/21 00:00,2019/7/4 00:00,029HO18438,1,,2019/7/4 00:00,029HO18438
37846,2019,8,B,2127043,511HO11151,3114043,2017/1/20 00:00,1,21,,2019/7/30 00:00,2019/8/20 00:00,31,2019/8/21 00:00,2019/9/26 00:00,203HO01513,0,,2019/9/26 00:00,203HO01513
37847,2019,8,B,2127044,501HO08778,3117517,2017/1/21 00:00,1,178,,2019/2/23 00:00,2019/8/20 00:00,31,2019/8/21 00:00,2019/4/18 00:00,151HO00718,1,,2019/4/18 00:00,151HO00718
37848,2019,8,B,2127048,501HO08778,3117509,2017/1/24 00:00,1,211,,2019/1/21 00:00,2019/8/20 00:00,31,2019/8/21 00:00,2019/3/13 00:00,151HO00756,1,,2019/3/13 00:00,151HO00756
37849,2019,8,B,2127049,511HO11151,3114016,2017/1/24 00:00,1,198,,2019/2/3 00:00,2019/8/20 00:00,31,2019/8/21 00:00,2019/8/8 00:00,203HO01513,3,,2019/4/22 00:00,523HO01513
37850,2019,8,B,2127050,011HO11201,2111061,2017/1/25 00:00,1,110,,2019/5/2 00:00,2019/8/20 00:00,31,2019/8/21 00:00,2019/9/29 00:00,007HO14732,2,,2019/7/10 00:00,151HO00756
37851,2019,8,B,2127052,501HO08778,3114027,2017/1/26 00:00,1,230,,2019/1/2 00:00,2019/8/20 00:00,31,2019/8/21 00:00,2019/6/7 00:00,001HO12927,2,,2019/5/11 00:00,001HO12927
37852,2019,8,B,2127054,511HO11151,3113995,2017/1/26 00:00,1,172,,2019/3/1 00:00,2019/8/20 00:00,31,2019/8/21 00:00,2019/9/22 00:00,203HO03005,4,,2019/5/6 00:00,001HO12927
37853,2019,8,B,2127055,501HO08778,4110713,2017/1/27 00:00,1,140,,2019/4/2 00:00,2019/8/20 00:00,31,2019/8/21 00:00,2019/8/16 00:00,203HO03005,2,,2019/6/5 00:00,001HO12927
37854,2019,8,B,2127057,511HO11151,3113983,2017/1/28 00:00,1,173,,2019/2/28 00:00,2019/8/20 00:00,31,2019/8/21 00:00,2019/5/5 00:00,001HO12927,1,,2019/5/5 00:00,001HO12927
37855,2019,8,B,2127058,011HO11201,3117508,2017/1/28 00:00,1,223,,2019/1/9 00:00,2019/8/20 00:00,31,2019/8/21 00:00,2019/5/5 00:00,151HO00718,3,,2019/3/1 00:00,151HO00718
37856,2019,8,B,2127061,511HO11151,3113994,2017/1/30 00:00,1,183,,2019/2/18 00:00,2019/8/20 00:00,31,2019/8/21 00:00,2019/4/11 00:00,523HO01513,1,,2019/4/11 00:00,523HO01513
37857,2019,8,B,2127062,011HO11201,2111122,2017/1/30 00:00,1,149,,2019/3/24 00:00,2019/8/20 00:00,31,2019/8/21 00:00,2019/8/25 00:00,203HO03005,3,,2019/5/14 00:00,001HO12927
37858,2019,8,B,2127063,011HO11201,6115721,2017/2/2 00:00,1,135,,2019/4/7 00:00,2019/8/20 00:00,30,2019/8/21 00:00,2019/6/14 00:00,151HO00727,1,,2019/6/14 00:00,151HO00727
37859,2019,8,B,2127064,011HO11201,2111097,2017/2/2 00:00,1,188,,2019/2/13 00:00,2019/8/20 00:00,30,2019/8/21 00:00,2019/5/6 00:00,001HO12927,2,,2019/4/13 00:00,151HO00718
37860,2019,8,B,2127065,011HO11201,2111026,2017/2/4 00:00,1,231,,2019/1/1 00:00,2019/8/20 00:00,30,2019/8/21 00:00,2019/5/11 00:00,001HO12927,2,,2019/4/20 00:00,151HO00718
37861,2019,8,B,2127068,511HO11151,4111724,2017/2/7 00:00,1,144,,2019/3/29 00:00,2019/8/20 00:00,30,2019/8/21 00:00,2019/5/29 00:00,001HO12927,1,,2019/5/29 00:00,001HO12927
37862,2019,8,B,2127069,511HO11151,3114009,2017/2/7 00:00,1,54,,2019/6/27 00:00,2019/8/20 00:00,30,2019/8/21 00:00,2019/10/7 00:00,203HO03005,0,,2019/10/7 00:00,203HO03005
37863,2019,8,B,2127070,511HO11151,3114000,2017/2/7 00:00,1,164,,2019/3/9 00:00,2019/8/20 00:00,30,2019/8/21 00:00,2019/8/23 00:00,203HO01513,3,,2019/5/26 00:00,001HO12927
37864,2019,8,B,2127071,511HO11151,4111723,2017/2/7 00:00,1,938,,2017/1/24 00:00,2019/8/20 00:00,30,2019/8/21 00:00,2019/4/11 00:00,151HO00718,1,,2019/4/11 00:00,151HO00718
37865,2019,8,B,2127072,511HO11151,3113990,2017/2/8 00:00,1,197,,2019/2/4 00:00,2019/8/20 00:00,30,2019/8/21 00:00,2019/6/6 00:00,001HO12927,2,,2019/3/31 00:00,203HO01513
37866,2019,8,B,2127076,029HO16160,3114883,2017/2/14 00:00,1,10,,2019/8/10 00:00,2019/8/20 00:00,30,2019/8/21 00:00,2019/10/13 00:00,007HO14732,0,,2019/10/13 00:00,007HO14732
37867,2019,8,B,2127079,511HO11151,3114042,2017/2/20 00:00,1,57,,2019/6/24 00:00,2019/8/20 00:00,30,2019/8/21 00:00,2019/9/24 00:00,203HO03005,0,,2019/8/29 00:00,203HO03005
37868,2019,8,B,2127081,H01,2111053,2017/2/20 00:00,1,142,,2019/3/31 00:00,2019/8/20 00:00,30,2019/8/21 00:00,2019/9/17 00:00,203HO01513,1,,2019/7/19 00:00,203HO03005
37869,2019,8,B,2127085,511HO11151,4111749,2017/2/27 00:00,1,178,,2019/2/23 00:00,2019/8/20 00:00,30,2019/8/21 00:00,2019/6/16 00:00,001HO12927,1,,2019/6/16 00:00,001HO12927
37870,2019,8,B,2127086,029HO16160,3114801,2017/2/27 00:00,1,201,,2019/1/31 00:00,2019/8/20 00:00,30,2019/8/21 00:00,2019/6/24 00:00,203HO01513,3,,2019/4/9 00:00,151HO00718
37871,2019,8,B,2127087,511HO11151,4111739,2017/3/2 00:00,1,171,,2019/3/2 00:00,2019/8/20 00:00,29,2019/8/21 00:00,2019/5/6 00:00,001HO12927,1,,2019/5/6 00:00,001HO12927
37872,2019,8,B,2127089,007HO11283,2111080,2017/3/5 00:00,1,14,,2019/8/6 00:00,2019/8/20 00:00,29,2019/8/21 00:00,,,0,,,
37873,2019,8,B,2127090,511HO11151,4111740,2017/3/11 00:00,1,189,,2019/2/12 00:00,2019/8/20 00:00,29,2019/8/21 00:00,2019/4/16 00:00,151HO00718,1,,2019/4/16 00:00,151HO00718
37874,2019,8,B,2127092,007HO11283,2110124,2017/3/15 00:00,1,52,,2019/6/29 00:00,2019/8/20 00:00,29,2019/8/21 00:00,2019/10/11 00:00,007HO14732,0,,2019/8/26 00:00,203HO03005
37875,2019,8,B,2127098,029HO16160,3114007,2017/3/26 00:00,1,124,,2019/4/18 00:00,2019/8/20 00:00,29,2019/8/21 00:00,2019/10/9 00:00,203HO03005,1,,2019/7/4 00:00,029HO18438
37876,2019,8,B,2127099,H01,111346,2017/3/26 00:00,1,79,,2019/6/2 00:00,2019/8/20 00:00,29,2019/8/21 00:00,2019/8/11 00:00,203HO03005,1,,2019/8/11 00:00,203HO03005
37877,2019,8,B,2127100,029HO16160,3114909,2017/3/28 00:00,1,146,,2019/3/27 00:00,2019/8/20 00:00,29,2019/8/21 00:00,2019/7/29 00:00,203HO03005,3,,2019/6/2 00:00,001HO12927
37878,2019,8,B,2127101,005HO54423,3111748,2017/3/28 00:00,1,30,,2019/7/21 00:00,2019/8/20 00:00,29,2019/8/21 00:00,2019/10/20 00:00,007HO14732,0,,2019/10/20 00:00,007HO14732
37879,2019,8,B,2127103,005HO54423,3114072,2017/4/5 00:00,1,52,,2019/6/29 00:00,2019/8/20 00:00,28,2019/8/21 00:00,2019/10/3 00:00,203HO01513,0,,2019/10/3 00:00,203HO01513
37880,2019,8,B,2127105,007HO11283,4111747,2017/4/15 00:00,1,66,,2019/6/15 00:00,2019/8/20 00:00,28,2019/8/21 00:00,2019/9/12 00:00,203HO01513,1,,2019/8/15 00:00,203HO03005
37881,2019,8,B,2127106,007HO11283,1112092,2017/4/19 00:00,1,27,,2019/7/24 00:00,2019/8/20 00:00,28,2019/8/21 00:00,2019/9/27 00:00,203HO03005,0,,2019/9/27 00:00,203HO03005
37882,2019,8,B,2127109,005HO54423,3114032,2017/4/25 00:00,1,47,,2019/7/4 00:00,2019/8/20 00:00,28,2019/8/21 00:00,,,0,,,
37883,2019,8,B,2127144,029HO16473,2110669,2017/7/8 00:00,1,52,,2019/6/29 00:00,2019/8/20 00:00,25,2019/8/21 00:00,2019/10/19 00:00,007HO14732,0,,2019/10/19 00:00,007HO14732
37884,2019,8,C,2188118,7H11030,95170375,2013/2/21 00:00,5,42,,2019/7/13 00:00,2019/8/24 00:00,78,2019/8/26 00:00,2019/10/11 00:00,001HO12901,0,2018/5/21 00:00,2019/9/13 00:00,001HO12901
37885,2019,8,C,2188124,507H7763,173963,2013/3/8 00:00,5,44,,2019/7/11 00:00,2019/8/24 00:00,77,2019/8/26 00:00,2019/10/18 00:00,001HO12901,0,2018/9/28 00:00,2019/9/5 00:00,001HO12901
37886,2019,8,C,2188132,JP5H54028,99171881,2013/4/26 00:00,5,254,,2018/12/13 00:00,2019/8/24 00:00,76,2019/8/26 00:00,2019/2/28 00:00,001HO12901,1,2018/2/4 00:00,2019/2/28 00:00,001HO12901
37887,2019,8,C,2188143,7H11030,99171871,2013/5/24 00:00,4,283,,2018/11/14 00:00,2019/8/24 00:00,75,2019/8/26 00:00,2019/8/29 00:00,001HO12901,1,2017/12/3 00:00,2019/1/7 00:00,001HO12901
37888,2019,8,C,2188147,507H7763,173982,2013/6/15 00:00,4,35,,2019/7/20 00:00,2019/8/24 00:00,74,2019/8/26 00:00,,,0,2018/2/6 00:00,,
37889,2019,9,A,3051523,501H8784,97040138,2014/1/23 00:00,3,303,,2018/11/2 00:00,2019/9/1 00:00,68,2019/9/4 00:00,2019/6/1 00:00,551HO00681,3,2017/10/24 00:00,2019/3/4 00:00,509HO12026
37890,2019,9,A,3051540,29H11943,98040676,2014/3/4 00:00,3,305,,2018/10/31 00:00,2019/9/1 00:00,66,2019/9/4 00:00,2019/3/15 00:00,551HO00687,1,2017/10/15 00:00,2019/3/15 00:00,551HO00687
37891,2019,9,A,3051521,501H8784,97040117,2014/1/17 00:00,2,253,,2018/12/22 00:00,2019/9/1 00:00,68,2019/9/4 00:00,2019/8/11 00:00,501HO12658,4,2017/1/7 00:00,2019/3/23 00:00,551HO00687
37892,2019,9,A,3051515,501H8784,41344,2014/1/5 00:00,3,36,,2019/7/27 00:00,2019/9/1 00:00,68,2019/9/4 00:00,2019/10/23 00:00,501HO00687,0,2018/5/23 00:00,2019/9/28 00:00,501HO12434
37893,2019,9,A,3051557,7H9346,94040423,2014/7/9 00:00,2,395,,2018/8/2 00:00,2019/9/1 00:00,62,2019/9/4 00:00,2019/3/29 00:00,007HO11757,5,2016/8/30 00:00,2018/9/24 00:00,509HO12026
37894,2019,9,A,3051572,501H9997,1040511,2014/9/14 00:00,2,365,,2018/9/1 00:00,2019/9/1 00:00,60,2019/9/4 00:00,2019/2/16 00:00,551HO00695,1,2016/11/13 00:00,2019/2/16 00:00,551HO00695
37895,2019,9,A,3051533,501H8784,41361,2014/2/5 00:00,3,329,,2018/10/7 00:00,2019/9/1 00:00,67,2019/9/4 00:00,2019/2/11 00:00,551HO00695,2,2017/7/30 00:00,2018/12/14 00:00,151HO00681
37896,2019,9,A,3051517,501H8784,99040448,2014/1/8 00:00,3,330,,2018/10/6 00:00,2019/9/1 00:00,68,2019/9/4 00:00,2019/10/15 00:00,501HO12434,6,2017/2/26 00:00,2018/11/26 00:00,509HO12026
37897,2019,9,A,3051562,501H9997,41334,2014/7/26 00:00,2,405,,2018/7/23 00:00,2019/9/1 00:00,62,2019/9/4 00:00,2019/3/26 00:00,007HO11757,4,2017/3/21 00:00,2018/10/16 00:00,509HO12026
37898,2019,9,A,3051549,1H9593,98040660,2014/5/13 00:00,3,315,,2018/10/21 00:00,2019/9/1 00:00,64,2019/9/4 00:00,2019/2/12 00:00,551HO00695,1,2017/11/15 00:00,2019/2/12 00:00,551HO00695
37899,2019,9,A,3051516,29H14414,97040118,2014/1/6 00:00,2,236,,2019/1/8 00:00,2019/9/1 00:00,68,2019/9/4 00:00,2019/10/14 00:00,007HO12095,4,2016/12/28 00:00,2019/2/8 00:00,551HO00695
37900,2019,9,A,3051555,7H9346,41302,2014/7/2 00:00,3,241,,2019/1/3 00:00,2019/9/1 00:00,62,2019/9/4 00:00,2019/4/12 00:00,007HO11757,2,2018/1/4 00:00,2019/3/11 00:00,551HO00687
37901,2019,9,A,3051535,501H8784,41331,2014/2/19 00:00,2,218,,2019/1/26 00:00,2019/9/1 00:00,67,2019/9/4 00:00,2019/11/1 00:00,501HO00687,2,2016/6/12 00:00,2019/6/2 00:00,007HO12095
37902,2019,9,A,3051524,501H8784,41310,2014/1/24 00:00,3,24,,2019/8/8 00:00,2019/9/1 00:00,68,2019/9/4 00:00,,,0,2017/9/15 00:00,,
37903,2019,9,A,3051570,7H8778,99040460,2014/9/13 00:00,1,948,,2017/1/26 00:00,2019/9/1 00:00,60,2019/9/4 00:00,2019/9/23 00:00,501HO12658,10,,2017/3/23 00:00,551H0699
37904,2019,9,A,3051550,501H8784,41365,2014/5/20 00:00,3,83,,2019/6/10 00:00,2019/9/1 00:00,64,2019/9/4 00:00,2019/9/13 00:00,501HO12658,0,2018/1/22 00:00,2019/9/13 00:00,501HO12658
37905,2019,9,B,2127109,005HO54423,3114032,2017/4/25 00:00,1,76,,2019/7/4 00:00,2019/9/18 00:00,29,2019/9/19 00:00,,,0,,,
37906,2019,9,B,2127043,511HO11151,3114043,2017/1/20 00:00,1,50,,2019/7/30 00:00,2019/9/18 00:00,32,2019/9/19 00:00,2019/9/26 00:00,203HO01513,0,,2019/9/26 00:00,203HO01513
37907,2019,9,B,2127068,511HO11151,4111724,2017/2/7 00:00,1,173,,2019/3/29 00:00,2019/9/18 00:00,31,2019/9/19 00:00,2019/5/29 00:00,001HO12927,1,,2019/5/29 00:00,001HO12927
37908,2019,9,B,2127054,511HO11151,3113995,2017/1/26 00:00,1,201,,2019/3/1 00:00,2019/9/18 00:00,32,2019/9/19 00:00,2019/9/22 00:00,203HO03005,5,,2019/5/6 00:00,001HO12927
37909,2019,9,B,2127093,511HO11151,3114901,2016/3/15 00:00,1,24,,2019/8/25 00:00,2019/9/18 00:00,42,2019/9/19 00:00,,,0,,,
37910,2019,9,B,2127092,007HO11283,2110124,2017/3/15 00:00,1,81,,2019/6/29 00:00,2019/9/18 00:00,30,2019/9/19 00:00,2019/10/11 00:00,007HO14732,1,,2019/8/26 00:00,203HO03005
37911,2019,9,B,2127085,511HO11151,4111749,2017/2/27 00:00,1,207,,2019/2/23 00:00,2019/9/18 00:00,31,2019/9/19 00:00,2019/6/16 00:00,001HO12927,1,,2019/6/16 00:00,001HO12927
37912,2019,9,B,2127101,005HO54423,3111748,2017/3/28 00:00,1,59,,2019/7/21 00:00,2019/9/18 00:00,30,2019/9/19 00:00,2019/10/20 00:00,007HO14732,0,,2019/10/20 00:00,007HO14732
37913,2019,9,B,2127055,501HO08778,4110713,2017/1/27 00:00,1,169,,2019/4/2 00:00,2019/9/18 00:00,32,2019/9/19 00:00,2019/8/16 00:00,203HO03005,2,,2019/6/5 00:00,001HO12927
37914,2019,9,B,2127061,511HO11151,3113994,2017/1/30 00:00,1,212,,2019/2/18 00:00,2019/9/18 00:00,32,2019/9/19 00:00,2019/4/11 00:00,523HO01513,1,,2019/4/11 00:00,523HO01513
37915,2019,9,B,2127076,029HO16160,3114883,2017/2/14 00:00,1,39,,2019/8/10 00:00,2019/9/18 00:00,31,2019/9/19 00:00,2019/10/13 00:00,007HO14732,0,,2019/10/13 00:00,007HO14732
37916,2019,9,B,2127058,011HO11201,3117508,2017/1/28 00:00,1,252,,2019/1/9 00:00,2019/9/18 00:00,32,2019/9/19 00:00,2019/5/5 00:00,151HO00718,3,,2019/3/1 00:00,151HO00718
37917,2019,9,B,2127105,007HO11283,4111747,2017/4/15 00:00,1,95,,2019/6/15 00:00,2019/9/18 00:00,29,2019/9/19 00:00,2019/9/12 00:00,203HO01513,2,,2019/8/15 00:00,203HO03005
37918,2019,9,B,2127106,007HO11283,1112092,2017/4/19 00:00,1,56,,2019/7/24 00:00,2019/9/18 00:00,29,2019/9/19 00:00,2019/9/27 00:00,203HO03005,0,,2019/9/27 00:00,203HO03005
37919,2019,9,B,2127070,511HO11151,3114000,2017/2/7 00:00,1,193,,2019/3/9 00:00,2019/9/18 00:00,31,2019/9/19 00:00,2019/8/23 00:00,203HO01513,4,,2019/5/26 00:00,001HO12927
37920,2019,9,B,2127072,511HO11151,3113990,2017/2/8 00:00,1,226,,2019/2/4 00:00,2019/9/18 00:00,31,2019/9/19 00:00,2019/6/6 00:00,001HO12927,2,,2019/3/31 00:00,203HO01513
37921,2019,9,B,2127099,H01,111346,2017/3/26 00:00,1,108,,2019/6/2 00:00,2019/9/18 00:00,30,2019/9/19 00:00,2019/8/11 00:00,203HO03005,1,,2019/8/11 00:00,203HO03005
37922,2019,9,B,2127040,外購,外購,2016/9/22 00:00,1,356,,2018/9/27 00:00,2019/9/18 00:00,36,2019/9/19 00:00,2019/6/28 00:00,029HO17944,2,,2018/12/3 00:00,203HO01513
37923,2019,9,B,2127090,511HO11151,4111740,2017/3/11 00:00,1,218,,2019/2/12 00:00,2019/9/18 00:00,30,2019/9/19 00:00,2019/4/16 00:00,151HO00718,1,,2019/4/16 00:00,151HO00718
37924,2019,9,B,2127048,501HO08778,3117509,2017/1/24 00:00,1,240,,2019/1/21 00:00,2019/9/18 00:00,32,2019/9/19 00:00,2019/3/13 00:00,151HO00756,1,,2019/3/13 00:00,151HO00756
37925,2019,9,B,2127052,501HO08778,3114027,2017/1/26 00:00,1,259,,2019/1/2 00:00,2019/9/18 00:00,32,2019/9/19 00:00,2019/6/7 00:00,001HO12927,2,,2019/5/11 00:00,001HO12927
37926,2019,9,B,2127049,511HO11151,3114016,2017/1/24 00:00,1,227,,2019/2/3 00:00,2019/9/18 00:00,32,2019/9/19 00:00,2019/8/8 00:00,203HO01513,3,,2019/4/22 00:00,523HO01513
37927,2019,9,B,2127062,011HO11201,2111122,2017/1/30 00:00,1,178,,2019/3/24 00:00,2019/9/18 00:00,32,2019/9/19 00:00,2019/8/25 00:00,203HO03005,4,,2019/5/14 00:00,001HO12927
37928,2019,9,B,2127050,011HO11201,2111061,2017/1/25 00:00,1,139,,2019/5/2 00:00,2019/9/18 00:00,32,2019/9/19 00:00,2019/9/29 00:00,007HO14732,3,,2019/7/10 00:00,151HO00756
37929,2019,9,B,2127071,511HO11151,4111723,2017/2/7 00:00,1,967,,2017/1/24 00:00,2019/9/18 00:00,31,2019/9/19 00:00,2019/4/11 00:00,151HO00718,1,,2019/4/11 00:00,151HO00718
37930,2019,9,B,2127065,011HO11201,2111026,2017/2/4 00:00,1,260,,2019/1/1 00:00,2019/9/18 00:00,31,2019/9/19 00:00,2019/5/11 00:00,001HO12927,2,,2019/4/20 00:00,151HO00718
37931,2019,9,B,2127063,011HO11201,6115721,2017/2/2 00:00,1,164,,2019/4/7 00:00,2019/9/18 00:00,31,2019/9/19 00:00,2019/6/14 00:00,151HO00727,1,,2019/6/14 00:00,151HO00727
37932,2019,9,B,2127081,H01,2111053,2017/2/20 00:00,1,171,,2019/3/31 00:00,2019/9/18 00:00,31,2019/9/19 00:00,2019/9/17 00:00,203HO01513,2,,2019/7/19 00:00,203HO03005
37933,2019,9,B,2127144,029HO16473,2110669,2017/7/8 00:00,1,81,,2019/6/29 00:00,2019/9/18 00:00,26,2019/9/19 00:00,2019/10/19 00:00,007HO14732,0,,2019/10/19 00:00,007HO14732
37934,2019,9,B,2127089,007HO11283,2111080,2017/3/5 00:00,1,43,,2019/8/6 00:00,2019/9/18 00:00,30,2019/9/19 00:00,,,0,,,
37935,2019,9,B,2127039,011HO11201,3114812,2017/1/18 00:00,1,335,,2018/10/18 00:00,2019/9/18 00:00,32,2019/9/19 00:00,2019/9/13 00:00,203HO03005,3,,2019/1/4 00:00,203HO01513
37936,2019,9,B,2127103,005HO54423,3114072,2017/4/5 00:00,1,81,,2019/6/29 00:00,2019/9/18 00:00,29,2019/9/19 00:00,2019/10/3 00:00,203HO01513,0,,2019/10/3 00:00,203HO01513
37937,2019,9,B,2127069,511HO11151,3114009,2017/2/7 00:00,1,83,,2019/6/27 00:00,2019/9/18 00:00,31,2019/9/19 00:00,2019/10/7 00:00,203HO03005,0,,2019/10/7 00:00,203HO03005
37938,2019,9,B,2127098,029HO16160,3114007,2017/3/26 00:00,1,153,,2019/4/18 00:00,2019/9/18 00:00,30,2019/9/19 00:00,2019/10/9 00:00,203HO03005,2,,2019/7/4 00:00,029HO18438
37939,2019,9,B,2127044,501HO08778,3117517,2017/1/21 00:00,1,207,,2019/2/23 00:00,2019/9/18 00:00,32,2019/9/19 00:00,2019/4/18 00:00,151HO00718,1,,2019/4/18 00:00,151HO00718
